filename	ttr	word_len	p_bigr	p_pobi	p_mw	p_c	p_nomin	p_noun	p_ppss	p_adj	p_neg	p_adv	p_qual
a01	0.3568242640499554	4.99294710327456	0.8242640499553969	0.20695807314897413	13.380909901873327	0.11329170383586083	356.8242640499554	0.24442462087421946	35.68242640499554	463.871543264942	13.380909901873327	205.17395182872437	26.761819803746654
a02	0.380764163372859	4.949625935162095	0.8361879666227492	0.18533157663592445	17.56697408871322	0.11769872639437857	210.80368906455863	0.24989020641194554	39.52569169960474	456.74132630654367	8.78348704435661	193.2367149758454	13.175230566534914
a03	0.3402197802197802	4.877227722772277	0.8083516483516483	0.18681318681318682	17.582417582417584	0.11032967032967032	224.17582417582418	0.2558241758241758	30.76923076923077	540.6593406593406	13.186813186813186	162.63736263736263	39.56043956043956
a04	0.3831227436823105	5.192174343734522	0.8402527075812274	0.22608303249097472	4.512635379061372	0.08844765342960288	370.03610108303246	0.22472924187725632	18.050541516245488	731.0469314079422	4.512635379061372	311.3718411552346	99.27797833935018
a05	0.31996434937611407	4.765486725663717	0.7651515151515151	0.20588235294117646	0	0.09358288770053476	240.6417112299465	0.2232620320855615	62.38859180035651	583.7789661319073	0	196.078431372549	26.7379679144385
a06	0.3504197967300044	4.886044176706827	0.8130799823243482	0.20238621299160406	53.02695536897923	0.11444984533804684	304.9049933716306	0.22624834290764473	128.14847547503314	534.6884666372073	8.837825894829873	163.49977905435264	13.256738842244808
a07	0.37048458149779734	5.132215096201283	0.8281938325991189	0.20220264317180617	17.62114537444934	0.1052863436123348	303.9647577092511	0.22422907488986785	48.45814977973568	603.52422907489	8.81057268722467	162.9955947136564	26.431718061674008
a08	0.3561957018747142	4.913586413586414	0.8102423411065386	0.21216278006401462	4.572473708276177	0.08413351623228166	251.48605395518976	0.21993598536808415	45.72473708276178	589.8491083676269	4.572473708276177	306.3557384545039	77.732053040695
a09	0.37869292748433303	4.9433681073025335	0.8227394807520143	0.17949865711727842	17.905102954341988	0.09713518352730528	255.14771709937332	0.26857654431512984	44.76275738585497	389.4359892569382	8.952551477170994	179.05102954341987	22.381378692927484
a10	0.36765994741454866	4.820129546586946	0.8317265556529361	0.21647677475898336	4.382120946538125	0.1200701139351446	153.37423312883436	0.2077125328659071	100.78878177037686	482.0333041191937	4.382120946538125	184.04907975460125	48.20333041191937
a11	0.3930942895086321	4.666001994017946	0.8534749889331562	0.19389110225763612	17.706949977866312	0.1102257636122178	30.98716246126605	0.19079238601150952	48.694112439132354	526.7817618415228	0	301.0181496237273	35.413899955732624
a12	0.3378956372968349	4.499496475327291	0.8284858853721129	0.2249786142001711	119.76047904191617	0.13857998289136014	55.60307955517536	0.1924721984602224	141.14627887082978	423.4388366124893	38.49443969204448	329.3413173652695	68.43455945252352
a13	0.3815261044176707	4.478129713423831	0.8469433288710397	0.21285140562248997	58.009817045961626	0.10664881749219099	58.009817045961626	0.18697010263275324	107.095046854083	423.91789379741186	26.77376171352075	312.3605533244088	26.77376171352075
a14	0.3804207814512666	4.7214003944773175	0.8376985830828682	0.19622155431515673	34.349506225848	0.1258050665521683	115.92958351223702	0.19879776728209533	55.817947617003	519.536281665951	4.293688278231	283.38342636324603	34.349506225848
a15	0.37440553393860787	4.526315789473684	0.8577604842196281	0.22827496757457846	82.14440121054908	0.12926934716817987	90.79118028534371	0.16947686986597493	125.37829658452227	406.39861651534807	30.26372676178124	337.2243839169909	99.43795936013834
a16	0.41701769165964614	4.6875	0.8618365627632687	0.1992417860151643	88.45829823083403	0.14869418702611625	80.03369839932603	0.1971356360572873	50.54759898904802	467.5652906486942	21.061499578770007	345.4085930918281	21.061499578770007
a17	0.38770170082860883	4.559161258112831	0.8006977758395115	0.1831661578717837	8.722197993894461	0.12559965111208024	82.8608809419974	0.19799389446140428	65.41648495420847	388.1378107283035	4.361098996947231	170.082860880942	17.444395987788923
a18	0.3599827139152982	4.677306733167082	0.7739844425237684	0.1676750216076059	21.6076058772688	0.1313742437337943	133.96715643906654	0.18668971477960242	64.8228176318064	380.2938634399308	4.32152117545376	146.93171996542785	4.32152117545376
a19	0.3805309734513274	4.9225	0.8376106194690266	0.2079646017699115	13.274336283185841	0.11371681415929204	199.1150442477876	0.24292035398230089	30.97345132743363	384.9557522123894	8.849557522123893	261.0619469026549	26.548672566371682
a20	0.37737478411053543	4.840436075322101	0.8441278065630398	0.18609671848013817	0	0.12867012089810018	116.58031088082902	0.21070811744386875	51.81347150259067	522.4525043177894	0	302.2452504317789	17.271157167530223
a21	0.3977728285077951	4.969984992496248	0.8703786191536749	0.2	13.3630289532294	0.10824053452115813	138.08463251670378	0.2129175946547884	44.54342984409799	387.52783964365256	8.908685968819599	244.98886414253897	8.908685968819599
a22	0.3620614984841923	4.99059405940594	0.8168038111736683	0.18492854049372023	0	0.12516240796881767	268.5145084452144	0.23126894759636207	38.97791251624079	363.7938501515808	0	203.55132091814636	17.323516673884797
a23	0.4022346368715084	4.93545183714002	0.8452943704340352	0.1766222604211431	0	0.13450795015040826	197.67941555651055	0.22990975504941985	34.379028792436614	485.60378169316715	0	159.00300816501934	25.78427159432746
a24	0.3925399644760213	4.787536800785084	0.8268206039076377	0.1714031971580817	0	0.09502664298401421	182.06039076376555	0.2544404973357016	31.08348134991119	373.00177619893424	0	226.46536412078152	4.440497335701599
a25	0.40008594757198107	4.946053946053946	0.8487322733132789	0.18392780403953587	8.594757198109154	0.13880532874946283	189.08465835840136	0.23076923076923078	25.78427159432746	451.2247529007306	4.297378599054577	219.1663085517834	21.486892995272886
a26	0.35996488147497807	4.774925962487661	0.8244073748902546	0.21334503950834066	21.949078138718175	0.10842844600526778	232.66022827041263	0.23397717295873574	74.6268656716418	474.1000877963126	0	280.9482001755926	39.50834064969271
a27	0.395979020979021	4.9173306772908365	0.8627622377622378	0.21284965034965034	48.07692307692308	0.11756993006993006	152.97202797202797	0.22596153846153846	113.63636363636364	734.2657342657343	26.223776223776223	240.3846153846154	61.18881118881119
a28	0.3630630630630631	4.876185721417873	0.8414414414414414	0.19954954954954954	18.01801801801802	0.09594594594594595	283.7837837837838	0.28783783783783784	45.04504504504504	527.0270270270271	9.00900900900901	234.23423423423424	45.04504504504504
a29	0.434412265758092	4.955246146195923	0.8884156729131175	0.196763202725724	25.55366269165247	0.1409710391822828	127.76831345826234	0.2338160136286201	68.14310051107326	664.3952299829642	17.035775127768314	225.72402044293017	34.07155025553663
a30	0.3856640281442392	4.5133098945253645	0.8421284080914688	0.2185576077396658	92.34828496042216	0.11521547933157432	74.75813544415126	0.18909410729991205	167.10642040457344	470.5364995602462	52.770448548812666	334.2128408091469	39.5778364116095
a31	0.4038961038961039	4.786141575274177	0.8636363636363636	0.2051948051948052	43.29004329004329	0.12727272727272726	129.8701298701299	0.22251082251082252	43.29004329004329	515.1515151515151	8.658008658008658	281.3852813852814	60.60606060606061
a32	0.4037052994398966	4.689568706118355	0.8453252908229212	0.22059457130547178	38.77638948728996	0.13700990952175787	146.48858250753986	0.2029297716501508	180.9564842740198	706.5919862128393	17.23395088323998	254.20077552778974	103.40370529943989
a33	0.37040280210157617	4.82806324110672	0.8231173380035026	0.2031523642732049	39.404553415061294	0.10989492119089317	91.94395796847635	0.21234676007005254	113.8353765323993	591.0683012259194	21.891418563922944	236.42732049036778	35.02626970227671
a34	0.3284116331096197	4.943461160275319	0.7843400447427293	0.203579418344519	4.47427293064877	0.0894854586129754	250.5592841163311	0.2080536912751678	13.422818791946307	756.1521252796421	0	295.3020134228188	31.319910514541387
a35	0.3193504736129905	5.153539381854436	0.7875507442489851	0.21064501578709968	0	0.09517365809652684	491.65539016689223	0.2277852954442941	27.063599458728014	969.7789806044203	0	360.8479927830401	153.36039693279207
a36	0.3761220825852783	5.120259481037924	0.8379712746858169	0.1943447037701975	17.953321364452425	0.09874326750448834	332.1364452423698	0.2329443447037702	58.348294434470375	700.1795332136446	17.953321364452425	255.83482944344703	80.7899461400359
a37	0.387263339070568	5.090054428500742	0.8640275387263339	0.20395869191049915	4.3029259896729775	0.12994836488812392	215.14629948364887	0.19879518072289157	47.332185886402755	817.5559380378658	4.3029259896729775	283.9931153184165	43.02925989672977
a38	0.31801801801801804	4.440838741887169	0.7945945945945946	0.21711711711711712	9.00900900900901	0.09684684684684684	90.09009009009009	0.15990990990990991	45.04504504504504	536.0360360360361	0	432.43243243243245	112.61261261261261
